TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold	Best_annotation_level	Best_PWM_or_model	N_nonempty_annotation_columns
F5H2K2	zf-C2H2_4,zf-C2H2,PRP21_like_P,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-C2H2_2,zf-C2HC_2,zf-C2H2_6			M00129_2.00 (53.6%);M00134_2.00 (50.0%);M00135_2.00 (56.2%);M00143_2.00 (50.0%);M00149_2.00 (65.5%);M00217_2.00 (55.8%);M00224_2.00 (54.2%);M00249_2.00 (53.3%);M00250_2.00 (52.6%);M00609_2.00 (50.0%);M00613_2.00 (57.5%);M00617_2.00 (50.0%);M00641_2.00 (56.2%);M00765_2.00 (51.7%);M00779_2.00 (53.5%);M00780_2.00 (53.1%);M00782_2.00 (58.8%);M00786_2.00 (55.0%);M00939_2.00 (58.8%);M00943_2.00 (57.5%);M00944_2.00 (58.9%);M00945_2.00 (58.0%);M00948_2.00 (62.5%);M00950_2.00 (62.5%);M00952_2.00 (65.6%);M00953_2.00 (68.7%);M00958_2.00 (62.5%);M00959_2.00 (62.5%);M00960_2.00 (68.7%);M01022_2.00 (57.6%);M01024_2.00 (57.6%);M01181_2.00 (60.7%);M01438_2.00 (50.0%);M01456_2.00 (56.6%);M01474_2.00 (54.8%);M01538_2.00 (55.1%);M02667_2.00 (57.1%);M02731_2.00 (50.0%);M02913_2.00 (62.5%);M02924_2.00 (65.6%);M03690_2.00 (51.5%);M03691_2.00 (55.8%);M03701_2.00 (51.5%);M03702_2.00 (50.0%);M03711_2.00 (60.0%);M04387_2.00 (59.3%);M04465_2.00 (55.8%);M04475_2.00 (58.8%);M04536_2.00 (55.0%);M04555_2.00 (53.1%);M04568_2.00 (53.1%);M04587_2.00 (57.5%);M04595_2.00 (51.5%);M04611_2.00 (50.0%);M04621_2.00 (57.5%);M05844_2.00 (50.0%);M05853_2.00 (56.2%);M06051_2.00 (51.5%);M06072_2.00 (50.0%);M06084_2.00 (55.1%);M06087_2.00 (52.9%);M06112_2.00 (50.0%);M06119_2.00 (53.1%);M06120_2.00 (50.0%);M06131_2.00 (57.1%);M06169_2.00 (50.0%);M07562_2.00 (56.2%);M07579_2.00 (62.5%);M07581_2.00 (59.3%);M07582_2.00 (62.5%);M07588_2.00 (53.1%);M07610_2.00 (52.9%);M07623_2.00 (52.5%);M07625_2.00 (54.5%);M07631_2.00 (50.0%);M07635_2.00 (56.2%);M07649_2.00 (52.5%);M07650_2.00 (55.8%);M07660_2.00 (61.7%);M07667_2.00 (52.1%);M07674_2.00 (54.2%);M07686_2.00 (57.8%);M07703_2.00 (53.8%);M07706_2.00 (60.6%);M07712_2.00 (55.0%);M07714_2.00 (60.6%);M07717_2.00 (61.7%);M07770_2.00 (53.1%);M07842_2.00 (50.0%);M08233_2.00 (50.0%);M08239_2.00 (52.9%);M08247_2.00 (53.1%);M08252_2.00 (60.6%);M08254_2.00 (53.1%);M08275_2.00 (53.3%);M08283_2.00 (51.2%);M08300_2.00 (56.2%);M08301_2.00 (53.8%);M08309_2.00 (61.7%);M08311_2.00 (60.0%);M08312_2.00 (56.4%);M08325_2.00 (64.7%);M08329_2.00 (55.0%);M08334_2.00 (58.8%);M08355_2.00 (58.8%);M08357_2.00 (60.0%);M08366_2.00 (55.8%);M08367_2.00 (62.5%);M08373_2.00 (56.2%);M08375_2.00 (58.8%);M08390_2.00 (52.9%);M08392_2.00 (53.1%);M08395_2.00 (57.5%);M08397_2.00 (52.9%);M08525_2.00 (50.0%);M08540_2.00 (51.7%);M08860_2.00 (59.3%);M08864_2.00 (53.1%);M08914_2.00 (59.3%);M08934_2.00 (59.3%);M08968_2.00 (53.3%);M08977_2.00 (52.9%);M08985_2.00 (56.2%);M09008_2.00 (53.8%);M09013_2.00 (55.5%);M09515_2.00 (50.0%);M10203_2.00 (52.1%);MA0029.1 (57.1%);MA0056.1 (53.8%);MA0073.1 (52.1%);MA0079.1 (51.7%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA0146.1 (56.4%);MA0472.1 (50.0%);MA0472.2 (50.0%);MA0493.1 (53.8%);MA0508.1 (50.0%);MA0516.1 (51.5%);MA0528.1 (65.6%);MA0694.1 (56.2%);MA0695.1 (54.5%);MA0696.1 (52.9%);MA0697.1 (55.5%);MA0732.1 (50.0%);MA0734.1 (57.6%);MA0735.1 (53.8%);MA0736.1 (53.6%);MA0737.1 (53.8%);MA0739.1 (53.1%);MA0743.1 (52.9%);MA0744.1 (52.9%);MA0746.1 (50.0%);MA0750.1 (59.3%);MA0751.1 (51.8%);MA1124.1 (62.5%);MA1491.1 (57.6%);MA1512.1 (53.1%);MA1513.1 (50.0%);MA1516.1 (50.0%);MA1517.1 (50.0%);MA1558.1 (53.1%);MA1579.1 (54.5%);MA1584.1 (53.1%);MA1587.1 (68.7%);MA1589.1 (57.5%);MA1594.1 (53.1%);MA1627.1 (53.3%);MA1628.1 (50.0%);MA1628.1 (52.9%)			Relatively_Homologous_PWM	M00129_2.00 (53.6%);M00134_2.00 (50.0%);M00135_2.00 (56.2%);M00143_2.00 (50.0%);M00149_2.00 (65.5%);M00217_2.00 (55.8%);M00224_2.00 (54.2%);M00249_2.00 (53.3%);M00250_2.00 (52.6%);M00609_2.00 (50.0%);M00613_2.00 (57.5%);M00617_2.00 (50.0%);M00641_2.00 (56.2%);M00765_2.00 (51.7%);M00779_2.00 (53.5%);M00780_2.00 (53.1%);M00782_2.00 (58.8%);M00786_2.00 (55.0%);M00939_2.00 (58.8%);M00943_2.00 (57.5%);M00944_2.00 (58.9%);M00945_2.00 (58.0%);M00948_2.00 (62.5%);M00950_2.00 (62.5%);M00952_2.00 (65.6%);M00953_2.00 (68.7%);M00958_2.00 (62.5%);M00959_2.00 (62.5%);M00960_2.00 (68.7%);M01022_2.00 (57.6%);M01024_2.00 (57.6%);M01181_2.00 (60.7%);M01438_2.00 (50.0%);M01456_2.00 (56.6%);M01474_2.00 (54.8%);M01538_2.00 (55.1%);M02667_2.00 (57.1%);M02731_2.00 (50.0%);M02913_2.00 (62.5%);M02924_2.00 (65.6%);M03690_2.00 (51.5%);M03691_2.00 (55.8%);M03701_2.00 (51.5%);M03702_2.00 (50.0%);M03711_2.00 (60.0%);M04387_2.00 (59.3%);M04465_2.00 (55.8%);M04475_2.00 (58.8%);M04536_2.00 (55.0%);M04555_2.00 (53.1%);M04568_2.00 (53.1%);M04587_2.00 (57.5%);M04595_2.00 (51.5%);M04611_2.00 (50.0%);M04621_2.00 (57.5%);M05844_2.00 (50.0%);M05853_2.00 (56.2%);M06051_2.00 (51.5%);M06072_2.00 (50.0%);M06084_2.00 (55.1%);M06087_2.00 (52.9%);M06112_2.00 (50.0%);M06119_2.00 (53.1%);M06120_2.00 (50.0%);M06131_2.00 (57.1%);M06169_2.00 (50.0%);M07562_2.00 (56.2%);M07579_2.00 (62.5%);M07581_2.00 (59.3%);M07582_2.00 (62.5%);M07588_2.00 (53.1%);M07610_2.00 (52.9%);M07623_2.00 (52.5%);M07625_2.00 (54.5%);M07631_2.00 (50.0%);M07635_2.00 (56.2%);M07649_2.00 (52.5%);M07650_2.00 (55.8%);M07660_2.00 (61.7%);M07667_2.00 (52.1%);M07674_2.00 (54.2%);M07686_2.00 (57.8%);M07703_2.00 (53.8%);M07706_2.00 (60.6%);M07712_2.00 (55.0%);M07714_2.00 (60.6%);M07717_2.00 (61.7%);M07770_2.00 (53.1%);M07842_2.00 (50.0%);M08233_2.00 (50.0%);M08239_2.00 (52.9%);M08247_2.00 (53.1%);M08252_2.00 (60.6%);M08254_2.00 (53.1%);M08275_2.00 (53.3%);M08283_2.00 (51.2%);M08300_2.00 (56.2%);M08301_2.00 (53.8%);M08309_2.00 (61.7%);M08311_2.00 (60.0%);M08312_2.00 (56.4%);M08325_2.00 (64.7%);M08329_2.00 (55.0%);M08334_2.00 (58.8%);M08355_2.00 (58.8%);M08357_2.00 (60.0%);M08366_2.00 (55.8%);M08367_2.00 (62.5%);M08373_2.00 (56.2%);M08375_2.00 (58.8%);M08390_2.00 (52.9%);M08392_2.00 (53.1%);M08395_2.00 (57.5%);M08397_2.00 (52.9%);M08525_2.00 (50.0%);M08540_2.00 (51.7%);M08860_2.00 (59.3%);M08864_2.00 (53.1%);M08914_2.00 (59.3%);M08934_2.00 (59.3%);M08968_2.00 (53.3%);M08977_2.00 (52.9%);M08985_2.00 (56.2%);M09008_2.00 (53.8%);M09013_2.00 (55.5%);M09515_2.00 (50.0%);M10203_2.00 (52.1%);MA0029.1 (57.1%);MA0056.1 (53.8%);MA0073.1 (52.1%);MA0079.1 (51.7%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA0146.1 (56.4%);MA0472.1 (50.0%);MA0472.2 (50.0%);MA0493.1 (53.8%);MA0508.1 (50.0%);MA0516.1 (51.5%);MA0528.1 (65.6%);MA0694.1 (56.2%);MA0695.1 (54.5%);MA0696.1 (52.9%);MA0697.1 (55.5%);MA0732.1 (50.0%);MA0734.1 (57.6%);MA0735.1 (53.8%);MA0736.1 (53.6%);MA0737.1 (53.8%);MA0739.1 (53.1%);MA0743.1 (52.9%);MA0744.1 (52.9%);MA0746.1 (50.0%);MA0750.1 (59.3%);MA0751.1 (51.8%);MA1124.1 (62.5%);MA1491.1 (57.6%);MA1512.1 (53.1%);MA1513.1 (50.0%);MA1516.1 (50.0%);MA1517.1 (50.0%);MA1558.1 (53.1%);MA1579.1 (54.5%);MA1584.1 (53.1%);MA1587.1 (68.7%);MA1589.1 (57.5%);MA1594.1 (53.1%);MA1627.1 (53.3%);MA1628.1 (50.0%);MA1628.1 (52.9%)	1
F5H2M4	zf-C2H2_4,zf-C2H2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,C1_4,TFIIS_C,zf-CHY,HTH_Tnp_ISL3,Zn_Tnp_IS1595,DUF2321,zf-C2H2_6,Desulfoferrod_N,ADK_lid,DUF2868,DNA_RNApol_7kD,zf-trcl,DUF1610,CxxC_CxxC_SSSS,DUF164,BolA		M00955_2.00 (77.6%)				Homologous_PWM	M00955_2.00 (77.6%)	1
F5H2U8	AT_hook					f5h2u8.af3.2.meme;f5h2u8.af3.1.meme;f5h2u8.af3.5.meme;f5h2u8.af3.3.meme;f5h2u8.af3.0.meme;f5h2u8.af3.4.meme	AlphaFold	f5h2u8.af3.2.meme;f5h2u8.af3.1.meme;f5h2u8.af3.5.meme;f5h2u8.af3.3.meme;f5h2u8.af3.0.meme;f5h2u8.af3.4.meme	1
F5H2V8	zf-C2H2_4,zf-C2H2,zf-H2C2_2,GAGA,AKAP95	M08089_2.00					Identical_PWM	M08089_2.00	1
F5H433	zf-C2H2_4,Elf1,zf-C2H2,Desulfoferrod_N,zf-C2H2_jaz,zf-met,Rad50_zn_hook,zf-H2C2_2,zf-C2H2_2,Daxx,BSP_II,zf-C2H2_6,NOA36			M00608_2.00 (51.0%);M00641_2.00 (60.0%);M00765_2.00 (50.0%);M00953_2.00 (54.7%);M00954_2.00 (52.5%);M01022_2.00 (53.8%);M01024_2.00 (53.8%);M02924_2.00 (50.0%);M03691_2.00 (50.9%);M03702_2.00 (56.6%);M05859_2.00 (50.0%);M06087_2.00 (50.9%);M07667_2.00 (54.7%);M08252_2.00 (52.8%);M08254_2.00 (51.2%);M08979_2.00 (68.4%);M10203_2.00 (50.8%);MA0073.1 (50.8%);MA0685.1 (50.0%);MA0734.1 (53.8%);MA0744.1 (50.0%)			Relatively_Homologous_PWM	M00608_2.00 (51.0%);M00641_2.00 (60.0%);M00765_2.00 (50.0%);M00953_2.00 (54.7%);M00954_2.00 (52.5%);M01022_2.00 (53.8%);M01024_2.00 (53.8%);M02924_2.00 (50.0%);M03691_2.00 (50.9%);M03702_2.00 (56.6%);M05859_2.00 (50.0%);M06087_2.00 (50.9%);M07667_2.00 (54.7%);M08252_2.00 (52.8%);M08254_2.00 (51.2%);M08979_2.00 (68.4%);M10203_2.00 (50.8%);MA0073.1 (50.8%);MA0685.1 (50.0%);MA0734.1 (53.8%);MA0744.1 (50.0%)	1
F5H435	zf-C2H2_4,zf-C2H2,zinc_ribbon_5,TFIIS_C,DNA_RNApol_7kD,YhfH,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,HTH_Tnp_ISL3,CxxC_CxxC_SSSS,zinc_ribbon_2,Zn_Tnp_IS1595,zf-C2HC_2,Yippee,zf-C2H2_6	M07633_2.00					Identical_PWM	M07633_2.00	1
F5H4S8	TIG,RHD	M03449_2.00					Identical_PWM	M03449_2.00	1
F5H630	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,zf-H2C2_2,Yippee,HTH_Tnp_ISL3,CxxC_CxxC_SSSS,MBD,NADH_oxidored,zf-C2H2_6		M00944_2.00 (70.5%)				Homologous_PWM	M00944_2.00 (70.5%)	1
F5H6A5	zf-C2H2_4,zf-C2H2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,Yippee,C1_4,zf-RING_3,DUF2256,zf-C2H2_6,zf-UBP,PHD,zf-H2C2_5,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,HTH_18,FYDLN_acid	M07662_2.00					Identical_PWM	M07662_2.00	1
F5H6H0	GVQW,AT_hook		M07693_2.00 (86.9%)				Homologous_PWM	M07693_2.00 (86.9%)	1
F5H7S1	zf-C2H2_4,CdhC,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-C2H2_2,zf-C2H2_6	M10151_2.00					Identical_PWM	M10151_2.00	1
F6LHU9	PAT1,AT_hook					f6lhu9.af3.0.meme;f6lhu9.af3.1.meme;f6lhu9.af3.3.meme;f6lhu9.af3.4.meme;f6lhu9.af3.5.meme;f6lhu9.af3.2.meme	AlphaFold	f6lhu9.af3.0.meme;f6lhu9.af3.1.meme;f6lhu9.af3.3.meme;f6lhu9.af3.4.meme;f6lhu9.af3.5.meme;f6lhu9.af3.2.meme	1
F6R6G4	RFX_DNA_binding,Pox_D5	MA0510.1					Identical_PWM	MA0510.1	1
F6RRE2	BAH,Adeno_E1A,ELM2,GATA,Myb_DNA-binding				TFS_tr_F6RRE2_F6RRE2_HUMAN:215:258_6vyp_N_1.meme		ModCRE	TFS_tr_F6RRE2_F6RRE2_HUMAN:215:258_6vyp_N_1.meme	1
F6TDF5	zf-C2H2_4,zf-RING_3,Sgf11,zf-C2H2,Zn_ribbon_recom,zinc_ribbon_5,zf-C2H2_jaz,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,HypA,zf-C2H2_2,zf-H2C2_5,zf-C2H2_6	M07842_2.00					Identical_PWM	M07842_2.00	1
F6U3F6	EMP24_GP25L,LXG,HLH,Cauli_AT		M08051_2.00 (91.5%);MA1108.1 (88.4%)				Homologous_PWM	M08051_2.00 (91.5%);MA1108.1 (88.4%)	1
F6UE82	RFX_DNA_binding,Pox_D5	MA0510.1					Identical_PWM	MA0510.1	1
F6UGA0	RFX_DNA_binding,Pox_D5,RFX1_trans_act		M00709_2.00 (70.3%);M02454_2.00 (79.7%);M03463_2.00 (89.6%);M03963_2.00 (74.2%);MA0798.1 (89.6%)				Homologous_PWM	M00709_2.00 (70.3%);M02454_2.00 (79.7%);M03463_2.00 (89.6%);M03963_2.00 (74.2%);MA0798.1 (89.6%)	1
F6V242	DUF1646,HLH		M01724_2.00 (72.6%);M03626_2.00 (82.1%);MA0595.1 (99.3%);MA0829.1 (72.2%)				Homologous_PWM	M01724_2.00 (72.6%);M03626_2.00 (82.1%);MA0595.1 (99.3%);MA0829.1 (72.2%)	1
F6WCI9	LXG,HLH	M08051_2.00					Identical_PWM	M08051_2.00	1
F6X9D6	RFX_DNA_binding,Pox_D5	MA0510.1					Identical_PWM	MA0510.1	1
F8TAD1	Homeobox,Pax7,Homeobox_KN,Fork_head	MA0680.1					Identical_PWM	MA0680.1	1
F8VPF8	DUF3795,zf-C4	MA0693.1					Identical_PWM	MA0693.1	1
F8VPL6	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-TRAF,zf-met,zf-H2C2_2,zf-C2H2_2,GAGA,AKAP95,zf-H2C2_5,zf-C2H2_6			MA1508.1 (52.6%)			Relatively_Homologous_PWM	MA1508.1 (52.6%)	1
F8VR32	HLH,PAS,PAS_3,PAS_9,Macoilin,PAS_4				DIMER_tr_F8VR32_F8VR32_HUMAN:58:452_4zpk_B_1.meme;DIMER_tr_F8VR32_F8VR32_HUMAN:159:415_8osl_N_1.meme;DIMER_tr_F8VR32_F8VR32_HUMAN:59:453_5sy7_B_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:59:439_4zpr_B_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:58:452_4zpk_B_1.meme;DIMER_tr_F8VR32_F8VR32_HUMAN:59:439_4zpr_B_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:159:415_8osl_N_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:59:453_5sy7_B_1.meme		ModCRE	DIMER_tr_F8VR32_F8VR32_HUMAN:58:452_4zpk_B_1.meme;DIMER_tr_F8VR32_F8VR32_HUMAN:159:415_8osl_N_1.meme;DIMER_tr_F8VR32_F8VR32_HUMAN:59:453_5sy7_B_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:59:439_4zpr_B_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:58:452_4zpk_B_1.meme;DIMER_tr_F8VR32_F8VR32_HUMAN:59:439_4zpr_B_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:159:415_8osl_N_1.meme;TFS_tr_F8VR32_F8VR32_HUMAN:59:453_5sy7_B_1.meme	1
F8VRD4	RFX_DNA_binding,Pox_D5	M05721_2.00					Identical_PWM	M05721_2.00	1
F8VRJ4	zf-C4	MA0074.1					Identical_PWM	MA0074.1	1
F8VS12	Armet,LETM1,SAP					f8vs12.af3.3.meme;f8vs12.af3.2.meme;f8vs12.af3.4.meme;f8vs12.af3.1.meme;f8vs12.af3.5.meme;f8vs12.af3.0.meme	AlphaFold	f8vs12.af3.3.meme;f8vs12.af3.2.meme;f8vs12.af3.4.meme;f8vs12.af3.1.meme;f8vs12.af3.5.meme;f8vs12.af3.0.meme	1
F8VS19	zf-C2H2_4,Ribosomal_L37ae,zf-C2H2,Zn_ribbon_recom,Evr1_Alr,Prok-RING_2,zf-C2H2_jaz,Ogr_Delta,zf-met,XPA_N,zf-H2C2_2,Yippee,Fer4_10,C1_1,NinG,A2L_zn_ribbon,C1_4,TFIIS_C,zf-CHY,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-MYND,zf-C2H2_6,C1_2,Desulfoferrod_N,TF_Zn_Ribbon,SprT-like,zf-BED,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,Fer4_7,CpXC		M07627_2.00 (75.7%);M07628_2.00 (74.7%)				Homologous_PWM	M07627_2.00 (75.7%);M07628_2.00 (74.7%)	1
F8VS42	HLH,PAS,PAS_3,PAS_9,Neisseria_TspB,Macoilin,PAS_4				TFS_tr_F8VS42_F8VS42_HUMAN:58:440_4zpr_B_1.meme;TFS_tr_F8VS42_F8VS42_HUMAN:57:453_4zpk_B_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:58:454_5sy7_B_1.meme;TFS_tr_F8VS42_F8VS42_HUMAN:58:454_5sy7_B_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:57:453_4zpk_B_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:58:440_4zpr_B_1.meme;TFS_tr_F8VS42_F8VS42_HUMAN:160:416_8osl_N_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:160:416_8osl_N_1.meme		ModCRE	TFS_tr_F8VS42_F8VS42_HUMAN:58:440_4zpr_B_1.meme;TFS_tr_F8VS42_F8VS42_HUMAN:57:453_4zpk_B_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:58:454_5sy7_B_1.meme;TFS_tr_F8VS42_F8VS42_HUMAN:58:454_5sy7_B_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:57:453_4zpk_B_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:58:440_4zpr_B_1.meme;TFS_tr_F8VS42_F8VS42_HUMAN:160:416_8osl_N_1.meme;DIMER_tr_F8VS42_F8VS42_HUMAN:160:416_8osl_N_1.meme	1
F8VSE7	TrmB,E2F_TDP,B-block_TFIIIC	MA0758.1					Identical_PWM	MA0758.1	1
F8VSL3	Bromo_TP,TFIID-18kDa,Histone,CBFD_NFYB_HMF,TFIID_20kDa	MA0502.1					Identical_PWM	MA0502.1	1
F8VTV7	zf-C2H2_4,zf-C2H2,C1_3,zf-C2H2_jaz,FA,KRAB,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,C1_1,zf-C2H2_6		M00939_2.00 (72.9%)				Homologous_PWM	M00939_2.00 (72.9%)	1
F8VU39	Bromodomain,PHD,SAPS,DDT,MBD				TFS_tr_F8VU39_F8VU39_HUMAN:542:647_7fhj_A_1.meme;TFS_tr_F8VU39_F8VU39_HUMAN:542:647_7mwh_A_1.meme;TFS_tr_F8VU39_F8VU39_HUMAN:541:648_7mwl_A_1.meme		ModCRE	TFS_tr_F8VU39_F8VU39_HUMAN:542:647_7fhj_A_1.meme;TFS_tr_F8VU39_F8VU39_HUMAN:542:647_7mwh_A_1.meme;TFS_tr_F8VU39_F8VU39_HUMAN:541:648_7mwl_A_1.meme	1
F8VUJ0	Ets,HSF_DNA-bind	M04733_2.00					Identical_PWM	M04733_2.00	1
F8VUY0	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VVR8	MRF_C1,MRF_C2,NDT80_PhoG,Peptidase_S74			M02384_2.00 (64.1%)			Relatively_Homologous_PWM	M02384_2.00 (64.1%)	1
F8VVS9	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VVY8	zf-C4	MA0693.1					Identical_PWM	MA0693.1	1
F8VW34	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VWK5	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VWL0	CP2,DUF2489	MA0145.3					Identical_PWM	MA0145.3	1
F8VWZ5	ArsC,CDC45,Homeobox,Homeobox_KN,Paf1		M00451_2.00 (73.6%);M02128_2.00 (77.1%);M06489_2.00 (82.8%)				Homologous_PWM	M00451_2.00 (73.6%);M02128_2.00 (77.1%);M06489_2.00 (82.8%)	1
F8VX54	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VX55	CP2,DUF2489		M04893_2.00 (86.7%);MA0145.3 (84.4%)				Homologous_PWM	M04893_2.00 (86.7%);MA0145.3 (84.4%)	1
F8VXG0	DUF4074,Homeobox	MA0903.1					Identical_PWM	MA0903.1	1
F8VXG1	Homeobox,Homeobox_KN,Homez	M01503_2.00					Identical_PWM	M01503_2.00	1
F8VXG3	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VXJ2	Homeobox,Homeobox_KN,Homez	MA0879.1					Identical_PWM	MA0879.1	1
F8VXQ9	zf-C4	MA0693.1					Identical_PWM	MA0693.1	1
F8VXY9	Myb_DNA-bind_6,HTH_AsnC-type,Myb_DNA-bind_4,Myb_DNA-binding				TFS_tr_F8VXY9_F8VXY9_HUMAN:204:325_5eyb_A_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:226:290_3osf_A_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:226:290_3osg_A_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:226:344_1h88_C_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:306:344_1h8a_C_1.meme		ModCRE	TFS_tr_F8VXY9_F8VXY9_HUMAN:204:325_5eyb_A_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:226:290_3osf_A_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:226:290_3osg_A_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:226:344_1h88_C_1.meme;TFS_tr_F8VXY9_F8VXY9_HUMAN:306:344_1h8a_C_1.meme	1
F8VYL4	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VZC4	RFX_DNA_binding,Pox_D5,OST-HTH	M05721_2.00					Identical_PWM	M05721_2.00	1
F8VZH2	Homeobox,Homeobox_KN,Homez	MA0796.1					Identical_PWM	MA0796.1	1
F8VZQ0	Ets	M04733_2.00					Identical_PWM	M04733_2.00	1
F8VZQ9	LETM1,Stm1_N,SAP					f8vzq9.af3.4.meme;f8vzq9.af3.5.meme;f8vzq9.af3.1.meme	AlphaFold	f8vzq9.af3.4.meme;f8vzq9.af3.5.meme;f8vzq9.af3.1.meme	1
F8W0C9	zf-C2H2_4,C1_4,zf-C2H2,C1_3,zf-C2H2_jaz,FA,KRAB,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,C1_1,zf-C2H2_6		M00939_2.00 (72.9%)				Homologous_PWM	M00939_2.00 (72.9%)	1
F8W133	Glyoxalase_2		MA0019.1 (88.5%)				Homologous_PWM	MA0019.1 (88.5%)	1
F8W1J9	Homeobox,Homeobox_KN	M05318_2.00					Identical_PWM	M05318_2.00	1
F8W1N9	DUF2248,bZIP_Maf,bZIP_2,Hemerythrin,bZIP_1	M09959_2.00					Identical_PWM	M09959_2.00	1
F8W1T9	RFX_DNA_binding,Pox_D5	M05721_2.00					Identical_PWM	M05721_2.00	1
F8W689	RFX_DNA_binding,Pox_D5	MA0510.1					Identical_PWM	MA0510.1	1
F8W6I3	Hormone_recep,zf-C4	MA0160.1					Identical_PWM	MA0160.1	1
F8W6Y9	zf-C2H2_4,zf-C2H2,Zn_ribbon_recom,C1_3,zf-C2H2_jaz,zf-met,XPA_N,zf-H2C2_2,Yippee,MBD,C1_4,TFIIS_C,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,zf-HIT,DZR,LIM,zf-BED,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,CpXC,FYDLN_acid		M00943_2.00 (72.9%);M00948_2.00 (71.7%);M00950_2.00 (70.5%);M00952_2.00 (71.7%);M00953_2.00 (71.7%);M00958_2.00 (72.9%);M00959_2.00 (70.5%);M00960_2.00 (73.8%)				Homologous_PWM	M00943_2.00 (72.9%);M00948_2.00 (71.7%);M00950_2.00 (70.5%);M00952_2.00 (71.7%);M00953_2.00 (71.7%);M00958_2.00 (72.9%);M00959_2.00 (70.5%);M00960_2.00 (73.8%)	1
F8W7M8	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,Rad50_zn_hook,zf-H2C2_2,zf-C2H2_2,zf-H2C2_5,zf-C4_ClpX			M07842_2.00 (61.7%)			Relatively_Homologous_PWM	M07842_2.00 (61.7%)	1
F8W7T7	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,C1_1,zf-C2H2_6	M07731_2.00					Identical_PWM	M07731_2.00	1
F8W889	zf-C2H2_4,C1_4,zf-C2H2,zf-BED,zf-C2H2_jaz,KRAB,zf-H2C2_2,CxxC_CxxC_SSSS,Ring_hydroxyl_B,Zn_Tnp_IS1595,zf-C2H2_6		M00939_2.00 (72.2%)				Homologous_PWM	M00939_2.00 (72.2%)	1
